Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 165,14,95,31,116,22.5,105.5,0,tracked object
Object 124,50,33,70,57,60.0,45.0,0,tracked object
Object 13,76,80,93,99,84.5,89.5,0,tracked object
Object 160,81,0,98,21,89.5,10.5,0,tracked object
Object 36,91,115,129,131,110.0,123.0,0,tracked object
Object 135,127,45,145,64,136.0,54.5,0,tracked object
Object 163,136,157,152,171,144.0,164.0,0,tracked object
Object 99,138,92,154,109,146.0,100.5,0,tracked object
Object 156,179,68,191,84,185.0,76.0,0,tracked object
Object 162,181,116,191,134,186.0,125.0,0,tracked object
Object 164,205,139,240,180,222.5,159.5,0,tracked object
