Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 305,64,158,82,172,73.0,165.0,0,tracked object
Object 282,66,90,84,108,75.0,99.0,0,tracked object
Object 307,68,49,91,64,79.5,56.5,0,tracked object
Object 281,110,114,128,131,119.0,122.5,0,tracked object
Object 300,133,59,153,77,143.0,68.0,0,tracked object
Object 303,137,132,176,154,156.5,143.0,0,tracked object
Object 301,170,96,187,113,178.5,104.5,0,tracked object
Object 306,196,50,209,67,202.5,58.5,0,tracked object
Object 304,201,155,218,172,209.5,163.5,0,tracked object
Object 308,225,96,240,115,232.5,105.5,0,tracked object
