Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 141,29,58,53,72,41.0,65.0,0,tracked object
Object 124,31,102,51,121,41.0,111.5,0,tracked object
Object 158,38,175,49,180,43.5,177.5,0,new object
Object 13,80,122,100,142,90.0,132.0,0,tracked object
Object 135,98,60,119,80,108.5,70.0,0,tracked object
Object 36,112,136,153,163,132.5,149.5,0,tracked object
Object 99,142,97,161,114,151.5,105.5,0,tracked object
Object 156,164,45,178,63,171.0,54.0,0,tracked object
Object 152,184,155,202,174,193.0,164.5,0,tracked object
Object 157,201,90,219,109,210.0,99.5,0,tracked object
