Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 13,91,104,113,124,102.0,114.0,0,tracked object
Object 36,125,125,172,150,148.5,137.5,0,tracked object
Object 99,163,80,185,102,174.0,91.0,0,tracked object
Object 124,41,80,61,99,51.0,89.5,0,tracked object
Object 135,110,34,138,57,124.0,45.5,0,tracked object
Object 137,50,152,68,167,59.0,159.5,0,tracked object
Object 141,37,32,61,47,49.0,39.5,0,tracked object
Object 142,205,152,226,171,215.5,161.5,0,tracked object
Object 146,195,18,214,40,204.5,29.0,0,tracked object
Object 144,237,80,240,95,238.5,87.5,0,tracked object
