Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 227,13,84,34,95,23.5,89.5,0,tracked object
Object 226,21,121,39,137,30.0,129.0,0,tracked object
Object 217,67,130,83,147,75.0,138.5,0,tracked object
Object 194,71,75,88,92,79.5,83.5,0,tracked object
Object 201,96,131,128,159,112.0,145.0,0,tracked object
Object 99,112,98,127,113,119.5,105.5,0,tracked object
Object 219,121,54,133,68,127.0,61.0,0,tracked object
Object 220,158,83,175,97,166.5,90.0,0,tracked object
Object 221,159,140,174,156,166.5,148.0,0,tracked object
Object 223,216,43,240,154,228.0,98.5,0,tracked object
