Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 148,0,124,16,145,8.0,134.5,0,tracked object
Object 124,26,51,47,75,36.5,63.0,0,tracked object
Object 141,53,11,73,32,63.0,21.5,0,tracked object
Object 13,59,97,80,118,69.5,107.5,0,tracked object
Object 36,82,135,123,148,102.5,141.5,0,tracked object
Object 135,110,53,130,72,120.0,62.5,0,tracked object
Object 99,130,102,147,120,138.5,111.0,0,tracked object
Object 147,138,172,155,180,146.5,176.0,0,tracked object
Object 146,172,69,184,86,178.0,77.5,0,tracked object
Object 149,180,121,193,141,186.5,131.0,0,tracked object
Object 150,218,146,240,180,229.0,163.0,0,tracked object
