Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 99,171,98,191,120,181.0,109.0,0,tracked object
Object 201,96,73,118,96,107.0,84.5,0,tracked object
Object 226,76,17,97,42,86.5,29.5,0,tracked object
Object 237,162,39,185,62,173.5,50.5,0,tracked object
Object 239,226,76,240,98,233.0,87.0,0,tracked object
Object 242,108,116,155,144,131.5,130.0,0,tracked object
Object 244,28,78,46,102,37.0,90.0,0,tracked object
Object 245,221,135,234,163,227.5,149.0,0,tracked object
Object 247,0,172,6,180,3.0,176.0,0,new object
Object 246,121,0,134,8,127.5,4.0,0,new object
