Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 183,0,151,45,180,22.5,165.5,0,tracked object
Object 176,55,118,71,133,63.0,125.5,0,tracked object
Object 184,78,65,95,85,86.5,75.0,0,tracked object
Object 185,98,30,117,50,107.5,40.0,0,tracked object
Object 173,106,102,122,117,114.0,109.5,0,tracked object
Object 36,122,129,154,140,138.0,134.5,0,tracked object
Object 135,148,69,165,84,156.5,76.5,0,tracked object
Object 99,162,108,176,122,169.0,115.0,0,tracked object
Object 182,162,158,176,169,169.0,163.5,0,tracked object
Object 156,200,83,212,97,206.0,90.0,0,tracked object
Object 175,202,124,212,139,207.0,131.5,0,tracked object
Object 181,218,160,240,180,229.0,170.0,0,tracked object
