Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 125,51,123,70,139,60.5,131.0,0,tracked object
Object 124,52,49,71,67,61.5,58.0,0,tracked object
Object 126,53,8,77,21,65.0,14.5,0,tracked object
Object 13,99,71,119,89,109.0,80.0,0,tracked object
Object 118,121,14,143,32,132.0,23.0,0,tracked object
Object 36,129,88,170,112,149.5,100.0,0,tracked object
Object 99,162,50,180,68,171.0,59.0,0,tracked object
Object 117,186,7,200,23,193.0,15.0,0,tracked object
Object 122,197,113,213,131,205.0,122.0,0,tracked object
Object 128,217,52,234,71,225.5,61.5,0,tracked object
