Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 40,19,83,38,102,28.5,92.5,0,tracked object
Object 54,21,41,43,53,32.0,47.0,0,tracked object
Object 63,22,164,41,180,31.5,172.0,0,tracked object
Object 13,66,103,89,125,77.5,114.0,0,tracked object
Object 48,87,39,110,58,98.5,48.5,0,tracked object
Object 36,101,118,148,150,124.5,134.0,0,tracked object
Object 43,135,74,155,94,145.0,84.0,0,tracked object
Object 60,158,23,172,40,165.0,31.5,0,tracked object
Object 64,187,143,207,165,197.0,154.0,0,tracked object
Object 65,200,68,222,90,211.0,79.0,0,tracked object
