Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 84,28,96,45,115,36.5,105.5,0,tracked object
Object 40,61,40,78,61,69.5,50.5,0,tracked object
Object 13,85,81,101,98,93.0,89.5,0,tracked object
Object 76,86,11,102,28,94.0,19.5,0,tracked object
Object 36,100,113,135,129,117.5,121.0,0,tracked object
Object 48,131,48,147,64,139.0,56.0,0,tracked object
Object 43,144,90,159,107,151.5,98.5,0,tracked object
Object 80,145,155,161,170,153.0,162.5,0,tracked object
Object 81,182,66,194,81,188.0,73.5,0,tracked object
Object 82,188,113,199,132,193.5,122.5,0,tracked object
Object 86,219,154,240,180,229.5,167.0,0,tracked object
