Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 63,30,142,53,163,41.5,152.5,0,tracked object
Object 40,48,58,72,81,60.0,69.5,0,tracked object
Object 54,65,15,90,32,77.5,23.5,0,tracked object
Object 13,95,96,118,118,106.5,107.0,0,tracked object
Object 36,125,127,169,148,147.0,137.5,0,tracked object
Object 48,136,41,157,61,146.5,51.0,0,tracked object
Object 43,169,87,186,107,177.5,97.0,0,tracked object
Object 64,192,159,209,178,200.5,168.5,0,tracked object
Object 60,200,47,212,64,206.0,55.5,0,tracked object
Object 65,222,98,236,119,229.0,108.5,0,tracked object
