Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 11,26,59,45,79,35.5,69.0,0,tracked object
Object 10,28,15,50,27,39.0,21.0,0,tracked object
Object 21,30,145,50,163,40.0,154.0,0,tracked object
Object 13,76,76,100,101,88.0,88.5,0,tracked object
Object 3,97,5,123,26,110.0,15.5,0,tracked object
Object 14,114,91,169,128,141.5,109.5,0,tracked object
Object 1,152,41,176,63,164.0,52.0,0,tracked object
Object 22,183,0,193,3,188.0,1.5,0,new object
Object 19,214,122,238,149,226.0,135.5,0,tracked object
Object 20,228,34,240,52,234.0,43.0,0,tracked object
