Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 281,78,79,100,101,89.0,90.0,0,tracked object
Object 282,27,58,47,78,37.0,68.0,0,tracked object
Object 303,112,95,158,125,135.0,110.0,0,tracked object
Object 326,100,14,124,34,112.0,24.0,0,tracked object
Object 329,147,53,167,72,157.0,62.5,0,tracked object
Object 330,172,3,186,21,179.0,12.0,0,tracked object
Object 331,190,121,209,141,199.5,131.0,0,tracked object
Object 333,209,52,228,73,218.5,62.5,0,tracked object
Object 337,28,13,53,27,40.5,20.0,0,tracked object
Object 332,31,136,52,157,41.5,146.5,0,tracked object
