Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 71,59,140,77,156,68.0,148.0,0,tracked object
Object 40,61,72,79,89,70.0,80.5,0,tracked object
Object 67,64,34,86,47,75.0,40.5,0,tracked object
Object 13,104,94,123,112,113.5,103.0,0,tracked object
Object 48,126,40,145,58,135.5,49.0,0,tracked object
Object 36,132,111,170,134,151.0,122.5,0,tracked object
Object 43,163,76,180,93,171.5,84.5,0,tracked object
Object 70,187,33,199,48,193.0,40.5,0,tracked object
Object 72,197,136,214,153,205.5,144.5,0,tracked object
Object 73,217,76,234,95,225.5,85.5,0,tracked object
