Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 328,9,58,28,68,18.5,63.0,0,tracked object
Object 282,20,91,38,107,29.0,99.0,0,tracked object
Object 332,43,149,60,160,51.5,154.5,0,tracked object
Object 326,62,40,77,55,69.5,47.5,0,tracked object
Object 281,65,92,81,109,73.0,100.5,0,tracked object
Object 303,93,85,123,115,108.0,100.0,0,tracked object
Object 329,103,55,117,69,110.0,62.0,0,tracked object
Object 330,107,14,119,26,113.0,20.0,0,tracked object
Object 333,146,37,164,49,155.0,43.0,0,tracked object
Object 331,153,90,168,106,160.5,98.0,0,tracked object
Object 334,202,0,240,101,221.0,50.5,0,tracked object
Object 335,204,161,240,180,222.0,170.5,0,tracked object
