Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 99,187,44,205,61,196.0,52.5,0,tracked object
Object 194,138,17,159,35,148.5,26.0,0,tracked object
Object 199,133,78,153,101,143.0,89.5,0,tracked object
Object 201,168,82,206,117,187.0,99.5,0,tracked object
Object 216,66,28,92,39,79.0,33.5,0,tracked object
Object 217,74,69,98,89,86.0,79.0,0,tracked object
Object 219,195,0,209,12,202.0,6.0,0,tracked object
Object 220,237,34,240,42,238.5,38.0,0,tracked object
Object 222,91,147,113,162,102.0,154.5,0,tracked object
Object 221,239,103,240,113,239.5,108.0,0,tracked object
