Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 63,13,158,32,176,22.5,167.0,0,tracked object
Object 40,14,79,32,98,23.0,88.5,0,tracked object
Object 54,18,38,40,50,29.0,44.0,0,tracked object
Object 13,59,100,81,121,70.0,110.5,0,tracked object
Object 48,83,39,104,57,93.5,48.0,0,tracked object
Object 36,92,117,138,147,115.0,132.0,0,tracked object
Object 43,126,75,146,94,136.0,84.5,0,tracked object
Object 60,151,26,165,43,158.0,34.5,0,tracked object
Object 64,175,143,195,165,185.0,154.0,0,tracked object
Object 65,190,71,212,92,201.0,81.5,0,tracked object
