Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 40,23,86,42,105,32.5,95.5,0,tracked object
Object 54,24,43,46,55,35.0,49.0,0,tracked object
Object 63,27,167,47,180,37.0,173.5,0,tracked object
Object 13,72,105,94,127,83.0,116.0,0,tracked object
Object 48,91,39,114,58,102.5,48.5,0,tracked object
Object 36,107,118,155,151,131.0,134.5,0,tracked object
Object 43,140,74,161,94,150.5,84.0,0,tracked object
Object 60,162,21,177,38,169.5,29.5,0,tracked object
Object 64,194,143,215,165,204.5,154.0,0,tracked object
Object 65,206,66,229,88,217.5,77.0,0,tracked object
