Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 13,131,102,152,122,141.5,112.0,0,tracked object
Object 36,153,138,192,150,172.5,144.0,0,tracked object
Object 99,199,106,215,124,207.0,115.0,0,tracked object
Object 124,95,58,117,82,106.0,70.0,0,tracked object
Object 135,180,58,198,78,189.0,68.0,0,tracked object
Object 137,68,128,88,147,78.0,137.5,0,tracked object
Object 141,118,18,140,39,129.0,28.5,0,tracked object
Object 142,202,172,218,180,210.0,176.0,0,new object
Object 143,0,165,18,180,9.0,172.5,0,new object
Object 136,239,74,240,86,239.5,80.0,0,tracked object
