Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 99,163,73,185,94,174.0,83.5,0,tracked object
Object 194,107,33,134,56,120.5,44.5,0,tracked object
Object 199,88,106,113,132,100.5,119.0,0,tracked object
Object 200,229,65,240,82,234.5,73.5,0,tracked object
Object 201,128,120,179,157,153.5,138.5,0,tracked object
Object 208,217,144,237,168,227.0,156.0,0,tracked object
Object 211,31,86,53,108,42.0,97.0,0,tracked object
Object 213,30,38,56,52,43.0,45.0,0,tracked object
Object 214,183,16,198,35,190.5,25.5,0,tracked object
Object 212,39,175,50,180,44.5,177.5,0,tracked object
