Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 11,25,66,44,87,34.5,76.5,0,tracked object
Object 10,28,21,50,34,39.0,27.5,0,tracked object
Object 21,28,152,47,171,37.5,161.5,0,tracked object
Object 13,74,85,98,110,86.0,97.5,0,tracked object
Object 3,97,12,122,35,109.5,23.5,0,tracked object
Object 14,112,102,167,139,139.5,120.5,0,tracked object
Object 1,151,51,176,74,163.5,62.5,0,tracked object
Object 22,177,0,194,12,185.5,6.0,0,tracked object
Object 19,212,135,236,161,224.0,148.0,0,tracked object
Object 20,229,45,240,62,234.5,53.5,0,tracked object
