Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 148,51,152,71,170,61.0,161.0,0,tracked object
Object 124,54,74,74,93,64.0,83.5,0,tracked object
Object 141,57,31,82,45,69.5,38.0,0,tracked object
Object 13,103,98,124,118,113.5,108.0,0,tracked object
Object 135,127,39,149,58,138.0,48.5,0,tracked object
Object 36,134,116,176,143,155.0,129.5,0,tracked object
Object 99,168,78,186,96,177.0,87.0,0,tracked object
Object 146,191,32,204,49,197.5,40.5,0,tracked object
Object 147,205,142,222,161,213.5,151.5,0,tracked object
Object 149,223,77,240,98,231.5,87.5,0,tracked object
