Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 183,0,155,54,179,27.0,167.0,0,tracked object
Object 176,41,105,59,121,50.0,113.0,0,tracked object
Object 184,61,42,81,63,71.0,52.5,0,tracked object
Object 185,80,2,102,22,91.0,12.0,0,tracked object
Object 173,97,80,114,97,105.5,88.5,0,tracked object
Object 36,116,109,152,120,134.0,114.5,0,tracked object
Object 135,141,38,160,57,150.5,47.5,0,tracked object
Object 99,159,82,174,97,166.5,89.5,0,tracked object
Object 182,163,137,178,149,170.5,143.0,0,tracked object
Object 156,199,52,211,68,205.0,60.0,0,tracked object
Object 181,204,140,240,180,222.0,160.0,0,tracked object
Object 175,204,97,215,114,209.5,105.5,0,tracked object
