Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 139,0,152,30,180,15.0,166.0,0,tracked object
Object 137,24,69,42,91,33.0,80.0,0,tracked object
Object 124,76,12,97,40,86.5,26.0,0,tracked object
Object 13,94,73,115,93,104.5,83.0,0,tracked object
Object 36,101,109,140,132,120.5,120.5,0,tracked object
Object 141,128,0,140,9,134.0,4.5,0,new object
Object 132,134,160,151,172,142.5,166.0,0,tracked object
Object 99,157,101,174,117,165.5,109.0,0,tracked object
Object 135,160,48,178,69,169.0,58.5,0,tracked object
Object 133,193,133,203,151,198.0,142.0,0,tracked object
Object 136,208,87,222,103,215.0,95.0,0,tracked object
