Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 67,30,51,48,62,39.0,56.5,0,tracked object
Object 40,32,83,46,97,39.0,90.0,0,tracked object
Object 71,35,138,50,150,42.5,144.0,0,tracked object
Object 13,67,97,82,111,74.5,104.0,0,tracked object
Object 48,80,52,95,66,87.5,59.0,0,tracked object
Object 36,90,106,120,127,105.0,116.5,0,tracked object
Object 43,111,77,125,90,118.0,83.5,0,tracked object
Object 70,128,40,138,53,133.0,46.5,0,tracked object
Object 72,145,122,159,137,152.0,129.5,0,tracked object
Object 73,157,72,172,87,164.5,79.5,0,tracked object
Object 74,210,45,240,150,225.0,97.5,0,tracked object
