Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 216,43,23,70,35,56.5,29.0,0,tracked object
Object 217,48,67,71,87,59.5,77.0,0,tracked object
Object 222,61,150,83,166,72.0,158.0,0,new object
Object 199,107,80,129,103,118.0,91.5,0,tracked object
Object 194,118,15,141,34,129.5,24.5,0,tracked object
Object 201,143,88,186,122,164.5,105.0,0,tracked object
Object 99,169,47,187,65,178.0,56.0,0,tracked object
Object 219,181,0,195,14,188.0,7.0,0,tracked object
Object 221,220,106,237,127,228.5,116.5,0,tracked object
Object 220,223,38,240,57,231.5,47.5,0,tracked object
