Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 139,0,165,14,180,7.0,172.5,0,tracked object
Object 137,18,71,36,96,27.0,83.5,0,tracked object
Object 124,75,16,98,47,86.5,31.5,0,tracked object
Object 13,90,84,113,105,101.5,94.5,0,tracked object
Object 36,95,122,136,149,115.5,135.5,0,tracked object
Object 132,128,177,142,180,135.0,178.5,0,tracked object
Object 141,130,0,147,17,138.5,8.5,0,tracked object
Object 99,155,119,173,135,164.0,127.0,0,tracked object
Object 135,162,62,184,84,173.0,73.0,0,tracked object
Object 133,189,155,202,172,195.5,163.5,0,tracked object
Object 136,210,108,225,123,217.5,115.5,0,tracked object
