Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 40,29,87,49,106,39.0,96.5,0,tracked object
Object 54,30,43,53,55,41.5,49.0,0,tracked object
Object 63,34,169,54,180,44.0,174.5,0,tracked object
Object 13,80,106,103,129,91.5,117.5,0,tracked object
Object 48,99,39,123,59,111.0,49.0,0,tracked object
Object 36,116,120,165,154,140.5,137.0,0,tracked object
Object 43,150,75,171,95,160.5,85.0,0,tracked object
Object 60,171,21,186,38,178.5,29.5,0,tracked object
Object 64,204,144,225,167,214.5,155.5,0,tracked object
Object 65,216,67,239,89,227.5,78.0,0,tracked object
