Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 99,178,67,196,85,187.0,76.0,0,tracked object
Object 194,129,42,150,61,139.5,51.5,0,tracked object
Object 199,125,104,145,125,135.0,114.5,0,tracked object
Object 201,159,106,197,140,178.0,123.0,0,tracked object
Object 216,60,53,85,65,72.5,59.0,0,tracked object
Object 217,68,95,91,114,79.5,104.5,0,tracked object
Object 219,186,19,199,35,192.5,27.0,0,tracked object
Object 220,228,53,240,70,234.0,61.5,0,tracked object
Object 222,86,171,107,180,96.5,175.5,0,tracked object
Object 221,229,118,240,138,234.5,128.0,0,tracked object
