Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 11,21,80,39,101,30.0,90.5,0,tracked object
Object 21,24,165,43,180,33.5,172.5,0,tracked object
Object 10,24,34,46,47,35.0,40.5,0,tracked object
Object 13,68,102,93,127,80.5,114.5,0,tracked object
Object 3,92,27,119,50,105.5,38.5,0,tracked object
Object 14,106,122,162,158,134.0,140.0,0,tracked object
Object 1,147,68,173,92,160.0,80.0,0,tracked object
Object 22,175,6,193,26,184.0,16.0,0,tracked object
Object 19,208,154,233,180,220.5,167.0,0,tracked object
Object 20,228,61,240,79,234.0,70.0,0,tracked object
