Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 158,29,146,47,162,38.0,154.0,0,tracked object
Object 124,33,74,52,92,42.5,83.0,0,tracked object
Object 141,39,32,62,47,50.5,39.5,0,tracked object
Object 13,77,100,96,118,86.5,109.0,0,tracked object
Object 135,104,44,124,63,114.0,53.5,0,tracked object
Object 36,105,120,145,142,125.0,131.0,0,tracked object
Object 99,140,84,157,101,148.5,92.5,0,tracked object
Object 156,168,40,181,56,174.5,48.0,0,tracked object
Object 152,171,146,188,163,179.5,154.5,0,tracked object
Object 157,196,87,212,106,204.0,96.5,0,tracked object
Object 159,235,170,239,180,237.0,175.0,0,new object
