Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 195,67,43,92,55,79.5,49.0,0,tracked object
Object 205,70,85,91,103,80.5,94.0,0,tracked object
Object 206,77,160,97,175,87.0,167.5,0,tracked object
Object 199,122,103,143,122,132.5,112.5,0,tracked object
Object 194,137,41,158,59,147.5,50.0,0,tracked object
Object 201,155,112,195,142,175.0,127.0,0,tracked object
Object 99,183,73,200,91,191.5,82.0,0,tracked object
Object 207,199,25,211,41,205.0,33.0,0,tracked object
Object 204,225,132,240,152,232.5,142.0,0,tracked object
Object 200,236,67,240,80,238.0,73.5,0,tracked object
