Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 112,38,30,60,41,49.0,35.5,0,tracked object
Object 114,43,69,62,86,52.5,77.5,0,tracked object
Object 115,54,140,73,154,63.5,147.0,0,tracked object
Object 13,92,80,111,99,101.5,89.5,0,tracked object
Object 48,100,21,121,38,110.5,29.5,0,tracked object
Object 36,123,85,164,116,143.5,100.5,0,tracked object
Object 99,147,47,165,64,156.0,55.5,0,tracked object
Object 106,161,1,174,16,167.5,8.5,0,tracked object
Object 116,198,102,216,122,207.0,112.0,0,tracked object
Object 107,202,37,223,54,212.5,45.5,0,tracked object
