Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 141,20,44,43,58,31.5,51.0,0,tracked object
Object 124,26,90,46,109,36.0,99.5,0,tracked object
Object 137,42,163,60,177,51.0,170.0,0,tracked object
Object 13,77,109,99,130,88.0,119.5,0,tracked object
Object 135,89,37,114,61,101.5,49.0,0,tracked object
Object 36,112,123,159,152,135.5,137.5,0,tracked object
Object 99,143,76,166,98,154.5,87.0,0,tracked object
Object 146,168,12,186,33,177.0,22.5,0,tracked object
Object 142,197,145,218,165,207.5,155.0,0,tracked object
Object 144,217,66,240,91,228.5,78.5,0,tracked object
