Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 148,47,151,65,167,56.0,159.0,0,tracked object
Object 124,54,84,73,101,63.5,92.5,0,tracked object
Object 141,61,46,82,60,71.5,53.0,0,tracked object
Object 13,95,109,113,126,104.0,117.5,0,tracked object
Object 36,121,128,156,148,138.5,138.0,0,tracked object
Object 135,122,60,139,76,130.5,68.0,0,tracked object
Object 99,153,95,168,111,160.5,103.0,0,tracked object
Object 146,177,57,188,71,182.5,64.0,0,tracked object
Object 147,180,152,194,168,187.0,160.0,0,tracked object
Object 149,201,98,215,115,208.0,106.5,0,tracked object
