Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 63,3,145,21,163,12.0,154.0,0,tracked object
Object 40,5,67,23,85,14.0,76.0,0,tracked object
Object 54,11,27,31,39,21.0,33.0,0,tracked object
Object 13,49,88,70,108,59.5,98.0,0,tracked object
Object 48,73,30,94,47,83.5,38.5,0,tracked object
Object 36,80,104,124,133,102.0,118.5,0,tracked object
Object 43,114,65,133,82,123.5,73.5,0,tracked object
Object 60,138,20,152,36,145.0,28.0,0,tracked object
Object 64,159,130,178,151,168.5,140.5,0,tracked object
Object 65,174,63,194,83,184.0,73.0,0,tracked object
