Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 176,34,118,51,136,42.5,127.0,0,tracked object
Object 172,52,48,71,70,61.5,59.0,0,tracked object
Object 170,69,7,90,25,79.5,16.0,0,tracked object
Object 173,88,87,108,108,98.0,97.5,0,tracked object
Object 36,113,124,155,138,134.0,131.0,0,tracked object
Object 135,134,36,155,57,144.5,46.5,0,tracked object
Object 99,161,88,179,108,170.0,98.0,0,tracked object
Object 177,174,162,193,178,183.5,170.0,0,tracked object
Object 156,204,48,219,68,211.5,58.0,0,tracked object
Object 175,220,106,236,130,228.0,118.0,0,tracked object
