Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 11,26,62,45,82,35.5,72.0,0,tracked object
Object 10,29,17,51,30,40.0,23.5,0,tracked object
Object 21,29,148,48,167,38.5,157.5,0,tracked object
Object 13,74,81,99,105,86.5,93.0,0,tracked object
Object 3,97,8,123,30,110.0,19.0,0,tracked object
Object 14,113,97,168,134,140.5,115.5,0,tracked object
Object 1,152,46,176,69,164.0,57.5,0,tracked object
Object 22,179,0,194,8,186.5,4.0,0,tracked object
Object 19,212,129,236,156,224.0,142.5,0,tracked object
Object 20,229,41,240,57,234.5,49.0,0,tracked object
