Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 99,132,57,152,75,142.0,66.0,0,tracked object
Object 194,86,26,107,47,96.5,36.5,0,tracked object
Object 201,108,97,148,127,128.0,112.0,0,tracked object
Object 217,77,88,95,108,86.0,98.0,0,tracked object
Object 226,33,76,50,92,41.5,84.0,0,tracked object
Object 227,28,37,47,48,37.5,42.5,0,tracked object
Object 232,151,2,166,20,158.5,11.0,0,tracked object
Object 233,197,45,222,66,209.5,55.5,0,tracked object
Object 234,186,118,206,139,196.0,128.5,0,tracked object
Object 235,46,142,62,157,54.0,149.5,0,tracked object
