Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 148,52,147,70,163,61.0,155.0,0,tracked object
Object 124,58,80,76,97,67.0,88.5,0,tracked object
Object 141,62,42,83,56,72.5,49.0,0,tracked object
Object 13,99,103,117,120,108.0,111.5,0,tracked object
Object 135,122,54,140,70,131.0,62.0,0,tracked object
Object 36,125,120,161,142,143.0,131.0,0,tracked object
Object 99,155,87,170,103,162.5,95.0,0,tracked object
Object 146,177,48,189,63,183.0,55.5,0,tracked object
Object 147,185,143,200,159,192.5,151.0,0,tracked object
Object 149,203,88,218,106,210.5,97.0,0,tracked object
