Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 67,40,61,58,71,49.0,66.0,0,tracked object
Object 40,42,94,58,108,50.0,101.0,0,tracked object
Object 71,48,152,64,164,56.0,158.0,0,tracked object
Object 13,81,107,97,123,89.0,115.0,0,tracked object
Object 48,92,59,108,74,100.0,66.5,0,tracked object
Object 36,106,115,138,138,122.0,126.5,0,tracked object
Object 43,128,84,142,98,135.0,91.0,0,tracked object
Object 70,143,43,154,56,148.5,49.5,0,tracked object
Object 72,167,131,182,147,174.5,139.0,0,tracked object
Object 73,176,76,193,91,184.5,83.5,0,tracked object
