Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 36,78,75,120,91,99.0,83.0,0,tracked object
Object 99,132,50,151,68,141.5,59.0,0,tracked object
Object 135,117,0,141,19,129.0,9.5,0,tracked object
Object 156,185,24,200,42,192.5,33.0,0,tracked object
Object 172,23,0,46,17,34.5,8.5,0,tracked object
Object 173,59,38,78,59,68.5,48.5,0,tracked object
Object 175,182,76,194,96,188.0,86.0,0,tracked object
Object 176,0,60,14,81,7.0,70.5,0,tracked object
Object 181,170,110,240,180,205.0,145.0,0,tracked object
Object 182,128,115,145,128,136.5,121.5,0,tracked object
Object 183,0,140,87,180,43.5,160.0,0,tracked object
