Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 36,138,130,177,142,157.5,136.0,0,tracked object
Object 99,181,97,198,115,189.5,106.0,0,tracked object
Object 135,155,51,175,71,165.0,61.0,0,tracked object
Object 156,219,59,233,77,226.0,68.0,0,tracked object
Object 170,92,23,114,41,103.0,32.0,0,tracked object
Object 172,79,63,98,83,88.5,73.0,0,tracked object
Object 173,115,98,134,117,124.5,107.5,0,tracked object
Object 175,234,111,240,126,237.0,118.5,0,tracked object
Object 176,64,127,81,143,72.5,135.0,0,tracked object
Object 177,193,162,211,177,202.0,169.5,0,tracked object
Object 179,0,154,32,180,16.0,167.0,0,tracked object
