Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 227,54,33,75,44,64.5,38.5,0,tracked object
Object 226,60,71,77,86,68.5,78.5,0,tracked object
Object 235,71,134,87,147,79.0,140.5,0,tracked object
Object 217,104,84,121,102,112.5,93.0,0,tracked object
Object 194,113,25,134,44,123.5,34.5,0,tracked object
Object 201,133,95,172,121,152.5,108.0,0,tracked object
Object 99,158,56,177,73,167.5,64.5,0,tracked object
Object 232,176,3,191,21,183.5,12.0,0,tracked object
Object 234,206,116,225,135,215.5,125.5,0,tracked object
Object 233,219,46,240,68,229.5,57.0,0,tracked object
