Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 176,0,128,13,144,6.5,136.0,0,tracked object
Object 172,10,63,28,84,19.0,73.5,0,tracked object
Object 170,25,20,46,40,35.5,30.0,0,tracked object
Object 173,46,99,65,117,55.5,108.0,0,tracked object
Object 36,69,127,106,140,87.5,133.5,0,tracked object
Object 135,86,53,106,72,96.0,62.5,0,tracked object
Object 99,110,97,127,113,118.5,105.0,0,tracked object
Object 182,123,155,139,168,131.0,161.5,0,tracked object
Object 156,150,62,164,78,157.0,70.0,0,tracked object
Object 175,162,110,175,128,168.5,119.0,0,tracked object
Object 181,185,108,240,180,212.5,144.0,0,tracked object
