Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 141,9,22,29,34,19.0,28.0,0,tracked object
Object 124,12,62,29,80,20.5,71.0,0,tracked object
Object 137,23,133,40,147,31.5,140.0,0,tracked object
Object 13,57,76,76,96,66.5,86.0,0,tracked object
Object 135,70,12,91,32,80.5,22.0,0,tracked object
Object 36,88,86,131,116,109.5,101.0,0,tracked object
Object 99,116,44,136,63,126.0,53.5,0,tracked object
Object 146,139,0,153,7,146.0,3.5,0,new object
Object 142,169,109,190,130,179.5,119.5,0,tracked object
Object 144,184,35,208,56,196.0,45.5,0,tracked object
