Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 166,0,158,19,180,9.5,169.0,0,new object
Object 165,17,48,30,70,23.5,59.0,0,tracked object
Object 124,68,4,85,28,76.5,16.0,0,tracked object
Object 13,77,57,95,76,86.0,66.5,0,tracked object
Object 36,80,91,115,116,97.5,103.5,0,tracked object
Object 163,108,146,124,160,116.0,153.0,0,tracked object
Object 160,114,0,123,5,118.5,2.5,0,tracked object
Object 99,131,87,147,103,139.0,95.0,0,tracked object
Object 135,135,39,153,57,144.0,48.0,0,tracked object
Object 162,164,123,176,141,170.0,132.0,0,tracked object
Object 156,179,78,191,92,185.0,85.0,0,tracked object
Object 164,189,157,232,180,210.5,168.5,0,tracked object
