Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 183,0,122,83,180,41.5,151.0,0,tracked object
Object 176,65,96,82,113,73.5,104.5,0,tracked object
Object 184,93,40,113,63,103.0,51.5,0,tracked object
Object 185,119,4,139,27,129.0,15.5,0,tracked object
Object 173,122,84,138,101,130.0,92.5,0,tracked object
Object 36,137,114,171,128,154.0,121.0,0,tracked object
Object 135,170,52,189,68,179.5,60.0,0,tracked object
Object 182,176,148,190,160,183.0,154.0,0,tracked object
Object 99,181,95,197,110,189.0,102.5,0,tracked object
Object 175,222,116,232,133,227.0,124.5,0,tracked object
Object 156,224,72,237,88,230.5,80.0,0,tracked object
Object 181,225,169,240,180,232.5,174.5,0,tracked object
