Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 13,126,69,146,89,136.0,79.0,0,tracked object
Object 36,127,104,165,134,146.0,119.0,0,tracked object
Object 40,118,14,135,37,126.5,25.5,0,tracked object
Object 43,182,104,200,121,191.0,112.5,0,tracked object
Object 48,187,51,206,71,196.5,61.0,0,tracked object
Object 75,64,56,79,77,71.5,66.5,0,tracked object
Object 76,160,0,173,15,166.5,7.5,0,tracked object
Object 77,152,168,170,180,161.0,174.0,0,tracked object
Object 78,216,146,229,167,222.5,156.5,0,tracked object
Object 79,233,97,240,113,236.5,105.0,0,tracked object
