Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 36,117,132,149,142,133.0,137.0,0,tracked object
Object 99,156,110,171,123,163.5,116.5,0,tracked object
Object 135,142,70,159,86,150.5,78.0,0,tracked object
Object 156,194,83,206,97,200.0,90.0,0,tracked object
Object 173,101,105,116,120,108.5,112.5,0,tracked object
Object 175,197,124,207,140,202.0,132.0,0,tracked object
Object 176,49,122,65,137,57.0,129.5,0,tracked object
Object 181,215,156,240,180,227.5,168.0,0,tracked object
Object 182,158,159,172,171,165.0,165.0,0,tracked object
Object 184,71,68,89,88,80.0,78.0,0,tracked object
Object 185,91,33,110,53,100.5,43.0,0,tracked object
Object 183,0,159,35,180,17.5,169.5,0,tracked object
