Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 148,55,141,74,157,64.5,149.0,0,tracked object
Object 124,61,69,80,87,70.5,78.0,0,tracked object
Object 141,66,30,88,44,77.0,37.0,0,tracked object
Object 13,105,94,124,111,114.5,102.5,0,tracked object
Object 135,129,41,149,58,139.0,49.5,0,tracked object
Object 36,133,112,171,134,152.0,123.0,0,tracked object
Object 99,165,77,181,93,173.0,85.0,0,tracked object
Object 146,188,36,199,52,193.5,44.0,0,tracked object
Object 147,196,137,212,154,204.0,145.5,0,tracked object
Object 149,215,79,231,97,223.0,88.0,0,tracked object
