Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 244,42,128,60,145,51.0,136.5,0,tracked object
Object 226,46,53,65,73,55.5,63.0,0,tracked object
Object 238,52,8,75,23,63.5,15.5,0,tracked object
Object 201,91,83,113,103,102.0,93.0,0,tracked object
Object 242,122,110,168,132,145.0,121.0,0,tracked object
Object 237,124,19,148,42,136.0,30.5,0,tracked object
Object 99,165,67,185,88,175.0,77.5,0,tracked object
Object 243,196,143,216,162,206.0,152.5,0,tracked object
Object 239,201,17,217,37,209.0,27.0,0,tracked object
Object 241,232,75,240,92,236.0,83.5,0,tracked object
