Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 67,51,59,71,70,61.0,64.5,0,tracked object
Object 40,55,95,72,110,63.5,102.5,0,tracked object
Object 71,64,157,80,170,72.0,163.5,0,tracked object
Object 13,97,108,114,124,105.5,116.0,0,tracked object
Object 48,107,54,125,71,116.0,62.5,0,tracked object
Object 36,125,115,161,141,143.0,128.0,0,tracked object
Object 43,147,80,164,95,155.5,87.5,0,tracked object
Object 70,162,34,174,49,168.0,41.5,0,tracked object
Object 72,192,131,210,149,201.0,140.0,0,tracked object
Object 73,200,69,219,86,209.5,77.5,0,tracked object
