Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 281,51,73,75,99,63.0,86.0,0,tracked object
Object 282,11,34,30,58,20.5,46.0,0,tracked object
Object 303,83,115,139,136,111.0,125.5,0,tracked object
Object 317,141,62,167,90,154.0,76.0,0,tracked object
Object 323,0,118,17,140,8.5,129.0,0,tracked object
Object 324,226,83,240,113,233.0,98.0,0,tracked object
Object 325,171,163,196,180,183.5,171.5,0,tracked object
Object 326,99,2,127,28,113.0,15.0,0,tracked object
Object 327,194,6,215,31,204.5,18.5,0,tracked object
Object 328,36,0,48,2,42.0,1.0,0,tracked object
