Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 183,0,140,60,180,30.0,160.0,0,tracked object
Object 176,58,109,74,125,66.0,117.0,0,tracked object
Object 184,83,56,101,77,92.0,66.5,0,tracked object
Object 185,105,21,123,42,114.0,31.5,0,tracked object
Object 173,111,95,127,110,119.0,102.5,0,tracked object
Object 36,126,123,159,134,142.5,128.5,0,tracked object
Object 135,155,62,172,78,163.5,70.0,0,tracked object
Object 182,166,153,180,164,173.0,158.5,0,tracked object
Object 99,167,102,182,116,174.5,109.0,0,tracked object
Object 156,206,78,218,92,212.0,85.0,0,tracked object
Object 175,207,119,217,135,212.0,127.0,0,tracked object
Object 181,217,161,240,180,228.5,170.5,0,tracked object
