Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 139,0,165,14,180,7.0,172.5,0,tracked object
Object 137,21,76,39,99,30.0,87.5,0,tracked object
Object 124,77,21,98,51,87.5,36.0,0,tracked object
Object 13,91,87,114,107,102.5,97.0,0,tracked object
Object 36,97,123,137,149,117.0,136.0,0,tracked object
Object 141,128,0,144,21,136.0,10.5,0,tracked object
Object 132,131,177,145,180,138.0,178.5,0,tracked object
Object 99,155,119,173,135,164.0,127.0,0,tracked object
Object 135,162,64,181,85,171.5,74.5,0,tracked object
Object 133,190,153,202,170,196.0,161.5,0,tracked object
Object 136,209,106,223,122,216.0,114.0,0,tracked object
