Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 63,26,144,47,164,36.5,154.0,0,tracked object
Object 40,34,61,56,81,45.0,71.0,0,tracked object
Object 54,44,18,68,33,56.0,25.5,0,tracked object
Object 13,83,89,106,110,94.5,99.5,0,tracked object
Object 48,114,32,136,51,125.0,41.5,0,tracked object
Object 36,115,113,159,138,137.0,125.5,0,tracked object
Object 43,153,73,170,92,161.5,82.5,0,tracked object
Object 60,178,30,191,47,184.5,38.5,0,tracked object
Object 64,187,141,204,161,195.5,151.0,0,tracked object
Object 65,208,77,224,98,216.0,87.5,0,tracked object
