Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 13,73,92,99,117,86.0,104.5,0,tracked object
Object 36,109,122,162,150,135.5,136.0,0,tracked object
Object 40,33,10,59,26,46.0,18.0,0,tracked object
Object 48,112,25,137,47,124.5,36.0,0,tracked object
Object 99,157,75,178,97,167.5,86.0,0,tracked object
Object 100,190,24,205,44,197.5,34.0,0,tracked object
Object 101,193,156,213,178,203.0,167.0,0,tracked object
Object 102,223,82,240,106,231.5,94.0,0,tracked object
Object 103,21,59,44,82,32.5,70.5,0,tracked object
Object 104,12,149,35,172,23.5,160.5,0,tracked object
