Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 176,34,138,47,154,40.5,146.0,0,tracked object
Object 172,50,84,65,102,57.5,93.0,0,tracked object
Object 170,64,51,81,67,72.5,59.0,0,tracked object
Object 173,78,117,93,133,85.5,125.0,0,tracked object
Object 36,96,146,130,157,113.0,151.5,0,tracked object
Object 135,113,77,130,94,121.5,85.5,0,tracked object
Object 99,134,118,149,133,141.5,125.5,0,tracked object
Object 177,149,177,161,180,155.0,178.5,0,tracked object
Object 156,170,86,182,101,176.0,93.5,0,tracked object
Object 175,183,132,197,151,190.0,141.5,0,tracked object
