Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 148,48,167,69,180,58.5,173.5,0,tracked object
Object 124,49,85,71,105,60.0,95.0,0,tracked object
Object 141,53,40,78,55,65.5,47.5,0,tracked object
Object 13,101,111,123,132,112.0,121.5,0,tracked object
Object 135,126,48,148,68,137.0,58.0,0,tracked object
Object 36,134,129,179,158,156.5,143.5,0,tracked object
Object 99,170,88,189,107,179.5,97.5,0,tracked object
Object 146,194,39,207,57,200.5,48.0,0,tracked object
Object 147,209,155,226,175,217.5,165.0,0,tracked object
Object 149,228,87,240,105,234.0,96.0,0,tracked object
