Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 141,37,47,58,59,47.5,53.0,0,tracked object
Object 124,41,85,59,101,50.0,93.0,0,tracked object
Object 148,50,149,67,162,58.5,155.5,0,tracked object
Object 13,85,99,103,116,94.0,107.5,0,tracked object
Object 135,96,45,116,61,106.0,53.0,0,tracked object
Object 36,114,107,149,133,131.5,120.0,0,tracked object
Object 99,138,72,154,88,146.0,80.0,0,tracked object
Object 156,155,26,167,41,161.0,33.5,0,tracked object
Object 152,180,124,196,141,188.0,132.5,0,tracked object
Object 157,191,64,209,81,200.0,72.5,0,tracked object
