Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 71,58,144,76,160,67.0,152.0,0,tracked object
Object 40,61,74,79,91,70.0,82.5,0,tracked object
Object 67,64,34,86,47,75.0,40.5,0,tracked object
Object 13,105,96,124,115,114.5,105.5,0,tracked object
Object 48,128,41,149,59,138.5,50.0,0,tracked object
Object 36,134,115,174,138,154.0,126.5,0,tracked object
Object 43,167,77,184,95,175.5,86.0,0,tracked object
Object 70,191,33,204,49,197.5,41.0,0,tracked object
Object 72,201,140,218,158,209.5,149.0,0,tracked object
Object 73,222,78,240,97,231.0,87.5,0,tracked object
