Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 13,118,68,138,87,128.0,77.5,0,tracked object
Object 36,121,103,159,132,140.0,117.5,0,tracked object
Object 40,108,13,125,37,116.5,25.0,0,tracked object
Object 43,175,101,193,118,184.0,109.5,0,tracked object
Object 48,179,48,197,68,188.0,58.0,0,tracked object
Object 75,55,58,71,79,63.0,68.5,0,tracked object
Object 76,150,0,163,13,156.5,6.5,0,tracked object
Object 77,148,166,166,180,157.0,173.0,0,tracked object
Object 78,211,141,223,162,217.0,151.5,0,tracked object
Object 79,226,91,240,107,233.0,99.0,0,tracked object
